type_encoded,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temp_difference,power,tool_wear_ratio,Machine failure,TWF,HDF,PWF,OSF,RNF
0,297.4,308.5,1410,43.9,47,11.100000000000023,6.4815706806282725,0.1857707509881423,0,0,0,0,0,0
1,297.4,308.5,1412,45.5,49,11.100000000000023,6.727329842931937,0.19367588932806323,0,0,0,0,0,0
0,297.4,308.5,1418,51.2,52,11.100000000000023,7.602261780104713,0.20553359683794467,0,0,0,0,0,0
0,297.4,308.5,1782,25.9,54,11.100000000000023,4.832858638743455,0.2134387351778656,0,0,0,0,0,0
1,297.4,308.5,1497,36.4,56,11.100000000000023,5.705842931937172,0.22134387351778656,0,0,0,0,0,0
0,297.3,308.4,1459,39.4,59,11.099999999999966,6.019329842931937,0.233201581027668,0,0,0,0,0,0
0,297.2,308.3,1796,23.8,61,11.100000000000023,4.4758952879581155,0.24110671936758893,0,0,0,0,0,0
0,297.2,308.3,1569,31.2,63,11.100000000000023,5.125947643979057,0.2490118577075099,0,0,0,0,0,0
0,297.3,308.4,1469,46.7,65,11.099999999999966,7.183486910994764,0.25691699604743085,0,0,0,0,0,0
0,297.3,308.4,1472,41.3,67,11.099999999999966,6.365821989528795,0.2648221343873518,0,0,0,0,0,0
0,297.4,308.5,1475,47.2,69,11.100000000000023,7.290052356020943,0.2727272727272727,0,0,0,0,0,0
0,297.4,308.6,1488,36.4,71,11.200000000000045,5.6715392670157065,0.28063241106719367,0,0,0,0,0,0
0,297.4,308.6,1524,43.1,73,11.200000000000045,6.877947643979058,0.2885375494071146,0,0,0,0,0,0
0,297.4,308.5,1486,48.6,75,11.100000000000023,7.562261780104713,0.2964426877470356,0,0,0,0,0,0
1,297.5,308.6,1255,60.7,77,11.100000000000023,7.976806282722513,0.30434782608695654,0,0,0,0,0,0
1,297.4,308.6,1469,42.6,80,11.200000000000045,6.5528167539267015,0.31620553359683795,0,0,0,0,0,0
0,297.4,308.5,1692,34.3,83,11.100000000000023,6.077026178010471,0.32806324110671936,0,0,0,0,0,0
1,297.4,308.6,1604,32.8,85,11.200000000000045,5.509026178010471,0.3359683794466403,0,0,0,0,0,0
0,297.4,308.6,1446,48.1,88,11.200000000000045,7.282994764397906,0.34782608695652173,0,0,0,0,0,0
0,297.3,308.5,1503,43.3,90,11.199999999999989,6.814649214659685,0.3557312252964427,0,0,0,0,0,0
1,297.3,308.5,1625,32.8,92,11.199999999999989,5.5811518324607325,0.36363636363636365,0,0,0,0,0,0
0,297.2,308.5,1574,35.8,95,11.300000000000011,5.900439790575916,0.37549407114624506,0,0,0,0,0,0
1,297.2,308.4,1378,41.9,97,11.199999999999989,6.045884816753927,0.383399209486166,0,0,0,0,0,0
0,297.1,308.4,1693,29.5,100,11.299999999999955,5.229685863874345,0.3952569169960474,0,0,0,0,0,0
0,297.2,308.4,1462,51.2,102,11.199999999999989,7.838157068062828,0.4031620553359684,0,0,0,0,0,0
2,297.3,308.5,1435,55.0,104,11.199999999999989,8.264397905759163,0.41106719367588934,0,0,0,0,0,0
1,297.2,308.5,1425,45.8,109,11.300000000000011,6.834031413612565,0.4308300395256917,0,0,0,0,0,0
2,297.3,308.6,1376,53.5,112,11.300000000000011,7.708481675392671,0.4426877470355731,0,0,0,0,0,0
1,297.4,308.7,1481,48.0,117,11.300000000000011,7.443769633507854,0.4624505928853755,0,0,0,0,0,0
2,297.4,308.7,1349,48.9,120,11.300000000000011,6.907445026178009,0.4743083003952569,0,0,0,0,0,0
0,297.3,308.7,1551,40.0,125,11.399999999999977,6.496335078534031,0.49407114624505927,0,0,0,0,0,0
2,297.4,308.7,1623,33.8,127,11.300000000000011,5.744230366492146,0.5019762845849802,0,0,0,0,0,0
0,297.4,308.8,1462,49.7,132,11.400000000000034,7.608523560209425,0.5217391304347826,0,0,0,0,0,0
1,297.3,308.8,1447,57.4,134,11.5,8.697151832460733,0.5296442687747036,0,0,0,0,0,0
1,297.3,308.9,1799,24.5,137,11.599999999999966,4.61523560209424,0.541501976284585,0,0,0,0,0,0
1,297.3,308.8,1548,41.3,140,11.5,6.694492146596858,0.5533596837944664,0,0,0,0,0,0
1,297.2,308.8,1485,47.9,143,11.600000000000023,7.448324607329843,0.5652173913043478,0,0,0,0,0,0
0,297.2,308.7,1463,49.9,146,11.5,7.644366492146596,0.5770750988142292,0,0,0,0,0,0
0,297.3,308.7,1587,35.8,148,11.399999999999977,5.94917277486911,0.5849802371541502,0,0,0,0,0,0
1,297.3,308.8,1469,44.1,150,11.5,6.783549738219896,0.5928853754940712,0,0,0,0,0,0
2,297.3,308.7,1430,42.8,153,11.399999999999977,6.408795811518324,0.6047430830039525,0,0,0,0,0,0
2,297.4,308.7,1726,26.8,158,11.300000000000011,4.843643979057592,0.6245059288537549,0,0,0,0,0,0
0,297.4,308.8,1651,34.1,163,11.400000000000034,5.895193717277487,0.6442687747035574,0,0,0,0,0,0
0,297.4,308.8,1529,41.3,165,11.400000000000034,6.6123246073298425,0.6521739130434783,0,0,0,0,0,0
0,297.4,308.8,1473,46.2,167,11.400000000000034,7.125926701570681,0.6600790513833992,0,0,0,0,0,0
2,297.4,308.8,1324,53.5,169,11.400000000000034,7.41717277486911,0.6679841897233202,0,0,0,0,0,0
0,297.4,308.9,1708,28.8,174,11.5,5.15082722513089,0.6877470355731226,0,0,0,0,0,0
1,297.5,309.1,1540,38.5,176,11.600000000000023,6.208376963350785,0.6956521739130435,0,0,0,0,0,0
0,297.5,309.0,1320,54.7,179,11.5,7.560628272251309,0.7075098814229249,0,0,0,0,0,0
1,297.4,308.9,1376,39.0,181,11.5,5.619267015706806,0.7154150197628458,0,0,0,0,0,0
1,297.3,308.7,1542,37.0,184,11.399999999999977,5.974240837696335,0.7272727272727273,0,0,0,0,0,0
0,297.3,308.7,1506,39.3,187,11.399999999999977,6.197465968586387,0.7391304347826086,0,0,0,0,0,0
0,297.3,308.7,1492,43.6,189,11.399999999999977,6.8116439790575924,0.7470355731225297,0,0,0,0,0,0
2,297.3,308.8,1564,38.0,191,11.5,6.223246073298429,0.7549407114624506,0,0,0,0,0,0
2,297.4,308.9,1645,30.8,196,11.5,5.305340314136125,0.7747035573122529,0,0,0,0,0,0
1,297.4,308.9,1348,59.1,201,11.5,8.34207329842932,0.7944664031620553,0,0,0,0,0,0
1,297.4,308.8,1325,62.4,204,11.400000000000034,8.65759162303665,0.8063241106719368,1,1,0,0,1,0
0,297.5,308.9,1443,43.5,0,11.399999999999977,6.57282722513089,0.0,0,0,0,0,0,0
1,297.5,308.9,1436,44.8,2,11.399999999999977,6.736418848167538,0.007905138339920948,0,0,0,0,0,0
0,297.5,308.9,1596,30.7,5,11.399999999999977,5.130596858638743,0.019762845849802372,0,0,0,0,0,0
0,297.6,309.0,1491,43.2,7,11.399999999999977,6.744628272251309,0.02766798418972332,0,0,0,0,0,0
1,297.7,308.9,1573,35.1,9,11.199999999999989,5.781392670157068,0.03557312252964427,0,0,0,0,0,0
0,297.7,308.9,1575,39.9,12,11.199999999999989,6.580366492146597,0.04743083003952569,0,0,0,0,0,0
0,297.7,308.9,1458,41.1,14,11.199999999999989,6.274743455497383,0.05533596837944664,0,0,0,0,0,0
1,297.7,309.0,1433,41.8,16,11.300000000000011,6.272188481675392,0.06324110671936758,0,0,0,0,0,0
0,297.7,308.9,1662,28.1,19,11.199999999999989,4.890282722513089,0.07509881422924901,0,0,0,0,0,0
1,297.7,308.9,1327,63.7,21,11.199999999999989,8.851298429319373,0.08300395256916997,0,0,0,0,0,0
0,297.7,308.9,1742,26.3,24,11.199999999999989,4.797340314136125,0.09486166007905138,0,0,0,0,0,0
0,297.8,308.9,1506,33.5,26,11.099999999999966,5.28282722513089,0.10276679841897234,0,0,0,0,0,0
0,297.9,309.1,1457,44.4,28,11.200000000000045,6.773905759162303,0.11067193675889328,0,0,0,0,0,0
1,297.9,309.1,1488,37.3,30,11.200000000000045,5.811769633507852,0.11857707509881422,0,0,0,0,0,0
0,297.9,309.1,1619,34.7,33,11.200000000000045,5.882649214659686,0.13043478260869565,0,0,0,0,0,0
1,298.0,309.2,1558,41.7,35,11.199999999999989,6.802994764397907,0.1383399209486166,0,0,0,0,0,0
0,298.0,309.2,1731,28.7,38,11.199999999999989,5.202062827225131,0.15019762845849802,0,0,0,0,0,0
1,298.0,309.1,1574,34.8,40,11.100000000000023,5.735623036649215,0.15810276679841898,0,0,0,0,0,0
0,297.9,309.0,1290,49.8,43,11.100000000000023,6.726910994764397,0.16996047430830039,0,0,0,0,0,0
2,297.9,308.9,1416,39.6,45,11.0,5.87158115183246,0.17786561264822134,0,0,0,0,0,0
0,297.9,308.9,1566,41.9,50,11.0,6.870722513089005,0.1976284584980237,0,0,0,0,0,0
0,297.9,309.0,1456,46.5,52,11.100000000000023,7.089424083769633,0.20553359683794467,0,0,0,0,0,0
0,297.9,309.0,1528,37.5,54,11.100000000000023,6.0,0.2134387351778656,0,0,0,0,0,0
1,297.9,309.1,1338,49.6,56,11.200000000000045,6.949193717277487,0.22134387351778656,0,0,0,0,0,0
1,297.9,309.1,1558,39.2,59,11.200000000000045,6.395141361256545,0.233201581027668,0,0,0,0,0,0
1,297.9,309.1,1614,38.1,62,11.200000000000045,6.43909947643979,0.2450592885375494,0,0,0,0,0,0
2,298.0,309.1,1557,36.4,65,11.100000000000023,5.934534031413612,0.25691699604743085,0,0,0,0,0,0
0,298.1,309.3,1443,45.3,70,11.199999999999989,6.844806282722512,0.2766798418972332,0,0,0,0,0,0
2,298.1,309.3,1332,51.0,72,11.199999999999989,7.1132984293193715,0.2845849802371542,0,0,0,0,0,0
1,298.1,309.3,1752,25.2,77,11.199999999999989,4.623078534031413,0.30434782608695654,0,0,0,0,0,0
1,298.1,309.2,1460,45.8,80,11.099999999999966,7.001884816753926,0.31620553359683795,0,0,0,0,0,0
0,298.1,309.2,1802,26.9,83,11.099999999999966,5.07579057591623,0.32806324110671936,0,0,0,0,0,0
0,298.0,309.2,1527,39.5,85,11.199999999999989,6.31586387434555,0.3359683794466403,0,0,0,0,0,0
0,298.0,309.2,1458,39.8,87,11.199999999999989,6.0762722513089,0.3438735177865613,0,0,0,0,0,0
2,298.0,309.2,1520,37.9,89,11.199999999999989,6.032251308900523,0.35177865612648224,0,0,0,0,0,0
0,298.0,309.2,1378,49.7,94,11.199999999999989,7.171371727748692,0.3715415019762846,0,0,0,0,0,0
1,297.9,309.2,1529,38.1,96,11.300000000000011,6.0999895287958115,0.3794466403162055,0,0,0,0,0,0
0,298.0,309.2,1527,32.4,99,11.199999999999989,5.180607329842932,0.391304347826087,0,0,0,0,0,0
1,298.0,309.2,1438,42.9,101,11.199999999999989,6.459706806282722,0.39920948616600793,0,0,0,0,0,0
0,297.9,309.0,1583,36.7,104,11.100000000000023,6.083361256544503,0.41106719367588934,0,0,0,0,0,0
0,297.8,308.9,1530,37.6,106,11.099999999999966,6.023874345549738,0.4189723320158103,0,0,0,0,0,0
1,297.7,308.9,1530,39.1,108,11.199999999999989,6.264188481675393,0.4268774703557312,0,0,0,0,0,0
1,297.7,308.8,2089,19.1,111,11.100000000000023,4.178,0.43873517786561267,0,0,0,0,0,0
0,297.7,308.8,1616,34.2,114,11.100000000000023,5.787141361256545,0.4505928853754941,0,0,0,0,0,0
1,297.7,308.9,1681,28.3,116,11.199999999999989,4.981392670157068,0.45849802371541504,0,0,0,0,0,0
0,297.6,308.8,1475,43.0,119,11.199999999999989,6.641361256544503,0.47035573122529645,0,0,0,0,0,0
0,297.5,308.7,1371,46.5,121,11.199999999999989,6.675549738219895,0.4782608695652174,0,0,0,0,0,0
1,297.5,308.7,1546,38.0,123,11.199999999999989,6.151623036649215,0.48616600790513836,0,0,0,0,0,0
2,297.4,308.6,1461,40.1,126,11.200000000000045,6.134670157068062,0.4980237154150198,0,0,0,0,0,0
0,297.4,308.7,1638,31.9,131,11.300000000000011,5.471434554973822,0.5177865612648221,0,0,0,0,0,0
1,297.3,308.7,1577,35.6,133,11.399999999999977,5.878659685863875,0.525691699604743,0,0,0,0,0,0
0,297.4,308.6,1532,38.7,136,11.200000000000045,6.20820942408377,0.5375494071146245,0,0,0,0,0,0
1,297.3,308.5,1710,27.7,138,11.199999999999989,4.9598952879581155,0.5454545454545454,0,0,0,0,0,0
1,297.3,308.6,1584,29.4,141,11.300000000000011,4.876397905759162,0.5573122529644269,0,0,0,0,0,0
0,297.3,308.6,1446,50.1,144,11.300000000000011,7.585821989528797,0.5691699604743083,0,0,0,0,0,0
2,297.4,308.7,1522,46.3,146,11.300000000000011,7.378910994764397,0.5770750988142292,0,0,0,0,0,0
1,297.4,308.7,1382,49.9,151,11.300000000000011,7.221130890052357,0.5968379446640316,0,0,0,0,0,0
0,297.4,308.7,1584,38.2,154,11.300000000000011,6.336,0.6086956521739131,0,0,0,0,0,0
0,297.3,308.6,1385,55.2,156,11.300000000000011,8.00544502617801,0.616600790513834,0,0,0,0,0,0
0,297.3,308.7,1592,34.4,158,11.399999999999977,5.734534031413612,0.6245059288537549,0,0,0,0,0,0
1,297.2,308.6,1404,43.7,160,11.400000000000034,6.424586387434555,0.6324110671936759,0,0,0,0,0,0
0,297.2,308.5,1518,44.3,163,11.300000000000011,7.041612565445026,0.6442687747035574,0,0,0,0,0,0
0,297.1,308.4,1529,40.4,165,11.299999999999955,6.468230366492146,0.6521739130434783,0,0,0,0,0,0
0,297.1,308.4,1550,37.0,167,11.299999999999955,6.005235602094241,0.6600790513833992,0,0,0,0,0,0
0,297.1,308.3,1773,23.8,169,11.199999999999989,4.418575916230367,0.6679841897233202,0,0,0,0,0,0
0,297.2,308.5,1446,43.7,171,11.300000000000011,6.616774869109948,0.6758893280632411,0,0,0,0,0,0
1,297.2,308.5,1487,46.9,173,11.300000000000011,7.302649214659686,0.6837944664031621,0,0,0,0,0,0
1,297.3,308.5,1524,49.3,176,11.199999999999989,7.867350785340314,0.6956521739130435,0,0,0,0,0,0
0,297.1,308.3,1403,54.1,179,11.199999999999989,7.947884816753927,0.7075098814229249,0,0,0,0,0,0
0,297.1,308.2,2267,15.7,181,11.099999999999966,3.7269005235602095,0.7154150197628458,0,0,0,0,0,0
1,297.1,308.2,1529,37.9,183,11.099999999999966,6.067968586387434,0.7233201581027668,0,0,0,0,0,0
0,297.1,308.2,1402,51.2,186,11.099999999999966,7.516481675392671,0.7351778656126482,0,0,0,0,0,0
0,297.2,308.3,1693,28.0,188,11.100000000000023,4.963769633507853,0.7430830039525692,0,0,0,0,0,0
0,297.1,308.3,1496,45.8,190,11.199999999999989,7.174534031413613,0.7509881422924901,0,0,0,0,0,0
0,297.1,308.1,1633,33.3,192,11.0,5.694125654450261,0.758893280632411,0,0,0,0,0,0
0,297.1,308.2,1399,42.6,194,11.099999999999966,6.240565445026178,0.766798418972332,0,0,0,0,0,0
1,297.0,308.1,1363,45.3,196,11.100000000000023,6.465329842931936,0.7747035573122529,0,0,0,0,0,0
2,297.1,308.2,1527,42.2,199,11.099999999999966,6.747581151832461,0.7865612648221344,0,0,0,0,0,0
1,297.2,308.2,1405,42.5,204,11.0,6.25261780104712,0.8063241106719368,0,0,0,0,0,0
1,297.3,308.3,1459,59.6,207,11.0,9.105382198952881,0.8181818181818182,1,0,0,1,1,0
1,297.4,308.4,1789,25.0,210,11.0,4.683246073298429,0.8300395256916996,0,0,0,0,0,0
0,297.4,308.4,1531,41.5,213,11.0,6.65303664921466,0.841897233201581,0,0,0,0,0,0
1,297.4,308.4,1620,35.8,215,11.0,6.072879581151832,0.849802371541502,0,0,0,0,0,0
0,297.4,308.4,1571,39.4,0,11.0,6.481403141361256,0.0,0,0,0,0,0,0
0,297.4,308.4,1434,39.9,2,11.0,5.991267015706806,0.007905138339920948,0,0,0,0,0,0
0,297.4,308.4,1474,43.6,4,11.0,6.729465968586387,0.015810276679841896,0,0,0,0,0,0
1,297.3,308.3,1544,41.7,6,11.0,6.74186387434555,0.023715415019762844,0,0,0,0,0,0
0,297.3,308.2,1601,35.7,9,10.899999999999977,5.984890052356022,0.03557312252964427,0,0,0,0,0,0
0,297.4,308.3,1801,26.9,11,10.900000000000034,5.072973821989528,0.043478260869565216,0,0,0,0,0,0
0,297.4,308.3,1465,42.0,13,10.900000000000034,6.442931937172775,0.05138339920948617,0,0,0,0,0,0
1,297.4,308.4,1340,52.6,15,11.0,7.380523560209424,0.05928853754940711,0,0,0,0,0,0
1,297.4,308.4,1517,41.0,18,11.0,6.512774869109948,0.07114624505928854,0,0,0,0,0,0
1,297.3,308.4,1434,44.8,21,11.099999999999966,6.72703664921466,0.08300395256916997,0,0,0,0,0,0
2,297.3,308.3,1935,19.3,24,11.0,3.910523560209424,0.09486166007905138,0,0,0,0,0,0
1,297.3,308.3,1595,32.2,29,11.0,5.377905759162305,0.11462450592885376,0,0,0,0,0,0
0,297.3,308.3,2188,17.0,32,11.0,3.894869109947644,0.12648221343873517,0,0,0,0,0,0
1,297.3,308.4,1449,44.4,34,11.099999999999966,6.736712041884816,0.13438735177865613,0,0,0,0,0,0
0,297.3,308.3,1471,38.2,37,11.0,5.884,0.14624505928853754,0,0,0,0,0,0
0,297.4,308.2,1639,33.8,39,10.800000000000011,5.800858638743455,0.1541501976284585,0,0,0,0,0,0
1,297.3,308.2,1846,24.5,41,10.899999999999977,4.735811518324607,0.16205533596837945,0,0,0,0,0,0
1,297.3,308.2,1452,38.2,44,10.899999999999977,5.808,0.17391304347826086,0,0,0,0,0,0
1,297.4,308.3,1483,41.9,47,10.900000000000034,6.506565445026178,0.1857707509881423,0,0,0,0,0,0
0,297.4,308.3,1284,60.3,50,10.900000000000034,8.107350785340314,0.1976284584980237,0,0,0,0,0,0
0,297.4,308.2,1419,50.0,52,10.800000000000011,7.429319371727749,0.20553359683794467,0,0,0,0,0,0
0,297.3,308.1,1763,28.4,54,10.800000000000011,5.242848167539266,0.2134387351778656,0,0,0,0,0,0
1,297.2,308.0,1478,42.5,56,10.800000000000011,6.5774869109947645,0.22134387351778656,0,0,0,0,0,0
0,297.3,308.0,1518,36.0,59,10.699999999999989,5.722303664921466,0.233201581027668,0,0,0,0,0,0
0,297.3,308.0,1447,49.0,61,10.699999999999989,7.424397905759163,0.24110671936758893,0,0,0,0,0,0
1,297.4,308.0,1355,55.1,63,10.600000000000023,7.817853403141362,0.2490118577075099,0,0,0,0,0,0
0,297.4,308.1,1348,57.4,66,10.700000000000045,8.102115183246074,0.2608695652173913,0,0,0,0,0,0
0,297.4,308.1,1348,53.7,68,10.700000000000045,7.579853403141362,0.26877470355731226,0,0,0,0,0,0
1,297.4,308.1,1734,27.7,70,10.700000000000045,5.029507853403141,0.2766798418972332,0,0,0,0,0,0
0,297.3,308.0,1420,46.5,73,10.699999999999989,6.9141361256544505,0.2885375494071146,0,0,0,0,0,0
0,297.3,307.9,1797,24.7,75,10.599999999999966,4.647738219895288,0.2964426877470356,0,0,0,0,0,0
1,297.3,308.0,1403,45.0,77,10.699999999999989,6.610994764397906,0.30434782608695654,0,0,0,0,0,0
0,297.3,307.9,1628,30.2,80,10.599999999999966,5.148230366492147,0.31620553359683795,0,0,0,0,0,0
1,297.2,307.9,1687,30.4,82,10.699999999999989,5.37013612565445,0.3241106719367589,0,0,0,0,0,0
1,297.2,307.9,1456,44.9,85,10.699999999999989,6.845486910994764,0.3359683794466403,0,0,0,0,0,0
0,297.1,307.9,1496,44.7,88,10.799999999999955,7.002219895287958,0.34782608695652173,0,0,0,0,0,0
0,297.1,307.8,1636,30.3,90,10.699999999999989,5.190659685863874,0.3557312252964427,0,0,0,0,0,0
0,297.1,307.8,1536,40.4,92,10.699999999999989,6.497842931937172,0.36363636363636365,0,0,0,0,0,0
0,297.1,307.8,1454,50.6,94,10.699999999999989,7.703916230366493,0.3715415019762846,0,0,0,0,0,0
0,297.0,307.8,1396,50.0,96,10.800000000000011,7.30890052356021,0.3794466403162055,0,0,0,0,0,0
0,297.0,307.6,1575,37.4,98,10.600000000000023,6.168062827225131,0.38735177865612647,0,0,0,0,0,0
0,296.9,307.6,1514,35.7,100,10.700000000000045,5.659664921465969,0.3952569169960474,0,0,0,0,0,0
1,296.8,307.4,1455,49.9,102,10.599999999999966,7.602565445026178,0.4031620553359684,0,0,0,0,0,0
0,296.8,307.4,1549,48.3,105,10.599999999999966,7.834209424083769,0.4150197628458498,0,0,0,0,0,0
0,296.8,307.5,1474,42.4,107,10.699999999999989,6.544251308900523,0.42292490118577075,0,0,0,0,0,0
2,296.7,307.4,1661,34.2,109,10.699999999999989,5.948293193717278,0.4308300395256917,0,0,0,0,0,0
0,296.7,307.4,1535,34.6,114,10.699999999999989,5.561361256544503,0.4505928853754941,0,0,0,0,0,0
1,296.9,307.5,1556,31.2,116,10.600000000000023,5.083476439790576,0.45849802371541504,0,0,0,0,0,0
0,296.9,307.6,1435,45.0,119,10.700000000000045,6.761780104712042,0.47035573122529645,0,0,0,0,0,0
1,296.9,307.5,1332,51.1,121,10.600000000000023,7.127246073298429,0.4782608695652174,0,0,0,0,0,0
0,297.0,307.6,1513,42.4,124,10.600000000000023,6.717403141361256,0.4901185770750988,0,0,0,0,0,0
0,297.0,307.7,1502,39.4,126,10.699999999999989,6.1967329842931935,0.4980237154150198,0,0,0,0,0,0
0,297.0,307.7,1315,60.1,128,10.699999999999989,8.275549738219896,0.5059288537549407,0,0,0,0,0,0
1,297.0,307.7,1261,51.1,130,10.699999999999989,6.7473403141361254,0.5138339920948617,0,0,0,0,0,0
0,297.1,307.8,1406,60.4,133,10.699999999999989,8.892397905759161,0.525691699604743,0,0,0,0,0,0
0,297.1,307.8,1584,42.3,135,10.699999999999989,7.016041884816754,0.5335968379446641,0,0,0,0,0,0
1,297.1,307.8,1443,43.9,137,10.699999999999989,6.633267015706806,0.541501976284585,0,0,0,0,0,0
0,297.2,307.9,1580,35.8,140,10.699999999999989,5.922931937172774,0.5533596837944664,0,0,0,0,0,0
0,297.2,307.9,1825,24.6,142,10.699999999999989,4.701047120418848,0.5612648221343873,0,0,0,0,0,0
0,297.2,307.9,1469,48.2,144,10.699999999999989,7.4142198952879586,0.5691699604743083,0,0,0,0,0,0
0,297.2,307.9,1493,38.4,146,10.699999999999989,6.003267015706806,0.5770750988142292,0,0,0,0,0,0
1,297.3,308.0,1598,29.4,148,10.699999999999989,4.919497382198952,0.5849802371541502,0,0,0,0,0,0
2,297.2,307.9,1450,37.2,151,10.699999999999989,5.648167539267017,0.5968379446640316,0,0,0,0,0,0
1,297.2,307.9,1632,37.5,156,10.699999999999989,6.408376963350785,0.616600790513834,0,0,0,0,0,0
1,297.1,307.9,1980,20.3,159,10.799999999999955,4.208795811518325,0.6284584980237155,0,0,0,0,0,0
0,297.2,308.0,1474,43.7,162,10.800000000000011,6.74490052356021,0.6403162055335968,0,0,0,0,0,0
0,297.2,307.9,1540,37.1,164,10.699999999999989,5.9826178010471205,0.6482213438735178,0,0,0,0,0,0
1,297.1,307.9,1609,38.9,166,10.799999999999955,6.5539371727748685,0.6561264822134387,0,0,0,0,0,0
0,297.1,308.0,1467,42.8,169,10.899999999999977,6.57461780104712,0.6679841897233202,0,0,0,0,0,0
0,297.1,307.9,1492,39.4,171,10.799999999999955,6.155476439790576,0.6758893280632411,0,0,0,0,0,0
0,297.0,307.9,1493,46.1,173,10.899999999999977,7.207047120418848,0.6837944664031621,0,0,0,0,0,0
0,297.0,307.8,1500,39.9,175,10.800000000000011,6.267015706806283,0.691699604743083,0,0,0,0,0,0
0,297.1,307.8,1477,36.6,177,10.699999999999989,5.660544502617801,0.6996047430830039,0,0,0,0,0,0
0,297.1,307.9,1342,49.1,179,10.799999999999955,6.8997068062827225,0.7075098814229249,0,0,0,0,0,0
1,297.1,307.8,1538,34.3,181,10.699999999999989,5.523916230366492,0.7154150197628458,0,0,0,0,0,0
0,297.2,307.9,1337,58.1,184,10.699999999999989,8.134,0.7272727272727273,0,0,0,0,0,0
0,297.3,307.9,1417,41.8,186,10.599999999999966,6.202157068062827,0.7351778656126482,0,0,0,0,0,0
0,297.4,308.0,1383,46.2,188,10.600000000000023,6.6905340314136135,0.7430830039525692,0,0,0,0,0,0
1,297.4,308.0,1440,42.4,190,10.600000000000023,6.393298429319372,0.7509881422924901,0,0,0,0,0,0
0,297.3,307.9,1579,34.4,193,10.599999999999966,5.687706806282723,0.7628458498023716,0,0,0,0,0,0
0,297.2,307.9,1441,40.0,195,10.699999999999989,6.035602094240837,0.7707509881422925,0,0,0,0,0,0
1,297.2,307.9,1530,35.9,197,10.699999999999989,5.75151832460733,0.7786561264822134,0,0,0,0,0,0
0,297.2,308.0,1705,26.0,200,10.800000000000011,4.641884816753927,0.7905138339920948,0,0,0,0,0,0
2,297.2,308.0,1435,43.0,202,10.800000000000011,6.461256544502618,0.7984189723320159,0,0,0,0,0,0
1,297.2,308.1,1340,61.3,207,10.900000000000034,8.601256544502618,0.8181818181818182,1,0,0,0,1,0
0,297.2,308.1,1431,49.7,210,10.900000000000034,7.447193717277487,0.8300395256916996,1,0,0,0,0,0
0,297.3,308.2,1396,52.7,212,10.899999999999977,7.70358115183246,0.8379446640316206,1,0,0,0,1,0
1,297.3,308.1,1369,52.0,214,10.800000000000011,7.454240837696335,0.8458498023715415,0,0,0,0,0,0
0,297.3,308.1,1615,35.4,217,10.800000000000011,5.986492146596858,0.857707509881423,1,1,0,0,0,0
0,297.2,308.1,1662,31.3,0,10.900000000000034,5.4471832460732985,0.0,0,0,0,0,0,0
0,297.3,308.2,1553,33.5,2,10.899999999999977,5.447696335078534,0.007905138339920948,0,0,0,0,0,0
1,297.4,308.2,1536,34.6,4,10.800000000000011,5.564984293193718,0.015810276679841896,0,0,0,0,0,0
